SEASON_1,SEASON_2,TEAM_NAME,PLAYER_NAME,POSITION_GROUP,POSITION,SHOT_MADE,SHOT_TYPE,GAME_DATE,BASIC_ZONE,ZONE_NAME,YEAR
2004,2003-04,Toronto Raptors,Vince Carter,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Indiana Pacers,Austin Croshere,F,PF,True,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Portland Trail Blazers,Derek Anderson,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Toronto Raptors,Chris Bosh,C,C,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Houston Rockets,Scott Padgett,F,PF,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Detroit Pistons,Lindsey Hunter,G,SG,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Seattle SuperSonics,Luke Ridnour,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Detroit Pistons,Mike James,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Los Angeles Lakers,Derek Fisher,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Atlanta Hawks,Bob Sura,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Toronto Raptors,Vince Carter,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Golden State Warriors,Troy Murphy,F,PF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Houston Rockets,Scott Padgett,F,PF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Jersey Nets,Jason Kidd,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Orleans Hornets,Darrell Armstrong,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New Orleans Hornets,Shammond Williams,G,SG-PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Detroit Pistons,Mike James,G,PG,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Los Angeles Lakers,Kobe Bryant,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Portland Trail Blazers,Derek Anderson,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New Orleans Hornets,Darrell Armstrong,G,PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Philadelphia 76ers,Aaron McKie,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Orleans Hornets,George Lynch,F,SF,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Golden State Warriors,Jason Richardson,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Cleveland Cavaliers,Kedrick Brown,F,SF,True,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Milwaukee Bucks,Keith Van Horn,F,SF,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Orlando Magic,Keith Bogans,F,SF,True,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Los Angeles Lakers,Kobe Bryant,G,SG,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,New Orleans Hornets,Darrell Armstrong,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Sacramento Kings,Doug Christie,G,SG,True,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Houston Rockets,Eric Piatkowski,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Orlando Magic,Keith Bogans,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,New Orleans Hornets,Shammond Williams,G,SG-PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Seattle SuperSonics,Brent Barry,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Kobe Bryant,G,SG,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Seattle SuperSonics,Richie Frahm,F,SF,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,New Jersey Nets,Jason Kidd,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Toronto Raptors,Milt Palacio,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Portland Trail Blazers,Damon Stoudamire,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Seattle SuperSonics,Brent Barry,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Toronto Raptors,Morris Peterson,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Milwaukee Bucks,Keith Van Horn,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Portland Trail Blazers,Damon Stoudamire,G,PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Sacramento Kings,Mike Bibby,G,PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Philadelphia 76ers,Aaron McKie,F,SF,True,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,New Orleans Hornets,George Lynch,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Atlanta Hawks,Jason Terry,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Dallas Mavericks,Michael Finley,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Seattle SuperSonics,Richie Frahm,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Houston Rockets,Eric Piatkowski,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Atlanta Hawks,Stephen Jackson,F,SF,True,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Philadelphia 76ers,Aaron McKie,F,SF,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Sacramento Kings,Mike Bibby,G,PG,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Detroit Pistons,Rasheed Wallace,F,PF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Orleans Hornets,Shammond Williams,G,SG-PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Sacramento Kings,Anthony Peeler,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Atlanta Hawks,Stephen Jackson,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Philadelphia 76ers,Kyle Korver,F,SF,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Detroit Pistons,Lindsey Hunter,G,SG,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Seattle SuperSonics,Brent Barry,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Jersey Nets,Brandon Armstrong,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Seattle SuperSonics,Richie Frahm,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Seattle SuperSonics,Richie Frahm,F,SF,True,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Atlanta Hawks,Stephen Jackson,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Orlando Magic,DeShawn Stevenson,G,SG-SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Orleans Hornets,George Lynch,F,SF,True,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Sacramento Kings,Mike Bibby,G,PG,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Los Angeles Lakers,Rick Fox,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Sacramento Kings,Mike Bibby,G,PG,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Portland Trail Blazers,Damon Stoudamire,G,PG,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Sacramento Kings,Peja Stojakovic,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Philadelphia 76ers,Willie Green,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Seattle SuperSonics,Flip Murray,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Houston Rockets,Cuttino Mobley,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Orlando Magic,Drew Gooden,F,PF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Detroit Pistons,Rasheed Wallace,F,PF,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Seattle SuperSonics,Flip Murray,G,PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Dallas Mavericks,Michael Finley,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Rick Fox,F,SF,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Toronto Raptors,Vince Carter,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Detroit Pistons,Rasheed Wallace,F,PF,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Atlanta Hawks,Jason Terry,G,PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Sacramento Kings,Peja Stojakovic,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Milwaukee Bucks,Michael Redd,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Seattle SuperSonics,Ray Allen,G,SG,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Los Angeles Lakers,Rick Fox,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Atlanta Hawks,Jason Terry,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Seattle SuperSonics,Ray Allen,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Golden State Warriors,Clifford Robinson,F,PF,False,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Indiana Pacers,Reggie Miller,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Orlando Magic,Tyronn Lue,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Seattle SuperSonics,Ray Allen,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Houston Rockets,Jim Jackson,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Dallas Mavericks,Michael Finley,G,SG,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Sacramento Kings,Doug Christie,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Golden State Warriors,Clifford Robinson,F,PF,True,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Detroit Pistons,Richard Hamilton,G,SG,True,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Sacramento Kings,Peja Stojakovic,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New Jersey Nets,Kerry Kittles,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Milwaukee Bucks,Damon Jones,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Sacramento Kings,Doug Christie,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Golden State Warriors,Jason Richardson,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Portland Trail Blazers,Damon Stoudamire,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Orleans Hornets,Darrell Armstrong,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New Orleans Hornets,Darrell Armstrong,G,PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Kobe Bryant,G,SG,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Toronto Raptors,Donyell Marshall,F,PF,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Seattle SuperSonics,Ansu Sesay,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Los Angeles Lakers,Kobe Bryant,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Jersey Nets,Rodney Rogers,F,PF,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Indiana Pacers,Jamaal Tinsley,G,PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Orlando Magic,Keith Bogans,F,SF,True,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,New Jersey Nets,Rodney Rogers,F,PF,True,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Indiana Pacers,Reggie Miller,G,SG,True,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Seattle SuperSonics,Brent Barry,G,SG,True,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Sacramento Kings,Peja Stojakovic,F,SF,True,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Dallas Mavericks,Steve Nash,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Toronto Raptors,Vince Carter,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Seattle SuperSonics,Flip Murray,G,PG,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Toronto Raptors,Vince Carter,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Houston Rockets,Jim Jackson,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Golden State Warriors,Mickael Pietrus,G,PG,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Dallas Mavericks,Dirk Nowitzki,C,C,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Rick Fox,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Sacramento Kings,Peja Stojakovic,F,SF,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Milwaukee Bucks,Damon Jones,G,PG,True,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Milwaukee Bucks,Damon Jones,G,PG,True,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Dallas Mavericks,Steve Nash,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Orleans Hornets,Maurice Carter,G,SG,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Seattle SuperSonics,Ansu Sesay,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Atlanta Hawks,Travis Hansen,F,SF,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Orlando Magic,DeShawn Stevenson,G,SG-SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New York Knicks,Stephon Marbury,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Jersey Nets,Richard Jefferson,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Philadelphia 76ers,Willie Green,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Milwaukee Bucks,Damon Jones,G,PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Philadelphia 76ers,Aaron McKie,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Toronto Raptors,Vince Carter,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Dallas Mavericks,Michael Finley,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Atlanta Hawks,Bob Sura,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Philadelphia 76ers,John Salmons,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Gary Payton,G,PG,True,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,New Jersey Nets,Rodney Rogers,F,PF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Atlanta Hawks,Jason Terry,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Philadelphia 76ers,Willie Green,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Golden State Warriors,Brian Cardinal,F,PF,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Milwaukee Bucks,Desmond Mason,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New Jersey Nets,Richard Jefferson,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,New Jersey Nets,Brandon Armstrong,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Dallas Mavericks,Dirk Nowitzki,C,C,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Toronto Raptors,Morris Peterson,F,SF,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Orlando Magic,Keith Bogans,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Orleans Hornets,Steven Smith,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Atlanta Hawks,Bob Sura,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Golden State Warriors,Brian Cardinal,F,PF,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Philadelphia 76ers,Willie Green,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Dallas Mavericks,Josh Howard,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Sacramento Kings,Peja Stojakovic,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Seattle SuperSonics,Brent Barry,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Milwaukee Bucks,Toni Kukoc,F,PF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Golden State Warriors,Jason Richardson,G,SG,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Milwaukee Bucks,Keith Van Horn,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Indiana Pacers,Jamaal Tinsley,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Detroit Pistons,Richard Hamilton,G,SG,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Portland Trail Blazers,Derek Anderson,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Seattle SuperSonics,Brent Barry,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Indiana Pacers,Metta World Peace,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New York Knicks,Stephon Marbury,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New Orleans Hornets,Darrell Armstrong,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Detroit Pistons,Lindsey Hunter,G,SG,True,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,New Jersey Nets,Rodney Rogers,F,PF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Golden State Warriors,Jason Richardson,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Dallas Mavericks,Josh Howard,F,SF,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Golden State Warriors,Clifford Robinson,F,PF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Los Angeles Lakers,Devean George,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Milwaukee Bucks,Keith Van Horn,F,SF,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Orlando Magic,DeShawn Stevenson,G,SG-SF,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Philadelphia 76ers,Kyle Korver,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Jersey Nets,Kerry Kittles,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Atlanta Hawks,Wesley Person,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Seattle SuperSonics,Brent Barry,G,SG,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Seattle SuperSonics,Richie Frahm,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New Jersey Nets,Rodney Rogers,F,PF,True,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Seattle SuperSonics,Luke Ridnour,G,PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,New Orleans Hornets,Shammond Williams,G,SG-PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Orlando Magic,Drew Gooden,F,PF,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Philadelphia 76ers,John Salmons,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,New Jersey Nets,Jason Kidd,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Seattle SuperSonics,Brent Barry,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Seattle SuperSonics,Richie Frahm,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Detroit Pistons,Mike James,G,PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,New Jersey Nets,Jason Kidd,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Philadelphia 76ers,Willie Green,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Seattle SuperSonics,Brent Barry,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Dallas Mavericks,Michael Finley,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Indiana Pacers,Anthony Johnson,G,PG,False,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,New Jersey Nets,Rodney Rogers,F,PF,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New Orleans Hornets,Darrell Armstrong,G,PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Orleans Hornets,Maurice Carter,G,SG,True,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
2004,2003-04,Indiana Pacers,Metta World Peace,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Los Angeles Lakers,Gary Payton,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Toronto Raptors,Vince Carter,G,SG,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Milwaukee Bucks,Keith Van Horn,F,SF,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Toronto Raptors,Donyell Marshall,F,PF,False,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Devean George,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Center,2004
2004,2003-04,Toronto Raptors,Vince Carter,G,SG,True,3PT Field Goal,04-06-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Gary Payton,G,PG,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Toronto Raptors,Donyell Marshall,F,PF,True,3PT Field Goal,04-06-2004,Right Corner 3,Right Side,2004
2004,2003-04,Atlanta Hawks,Stephen Jackson,F,SF,False,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Milwaukee Bucks,Damon Jones,G,PG,True,3PT Field Goal,04-06-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Atlanta Hawks,Travis Hansen,F,SF,False,3PT Field Goal,04-06-2004,Left Corner 3,Left Side,2004
